MeSH Headings	Freq	StartYear	EndYear	Database	TermType
OCCUPATIONAL DISEASES	3	1980	1989	MEDLINE-WOS	mesh
OCCUPATIONAL HEALTH SERVICES	3	1980	1989	MEDLINE-WOS	mesh
PATIENT ACCEPTANCE OF HEALTH CARE	3	1980	1989	MEDLINE-WOS	mesh
PEER GROUP	3	1980	1989	MEDLINE-WOS	mesh
PERCEPTION	3	1980	1989	MEDLINE-WOS	mesh
PERSUASIVE COMMUNICATION	3	1980	1989	MEDLINE-WOS	mesh
PHYSICIAN S ROLE	3	1980	1989	MEDLINE-WOS	mesh
POVERTY	3	1980	1989	MEDLINE-WOS	mesh
PREGNANCY IN ADOLESCENCE	3	1980	1989	MEDLINE-WOS	mesh
PREVENTIVE DENTISTRY	3	1980	1989	MEDLINE-WOS	mesh
PREVENTIVE MEDICINE	3	1980	1989	MEDLINE-WOS	mesh
PRIMARY PREVENTION	3	1980	1989	MEDLINE-WOS	mesh
PROSPECTIVE STUDIES	3	1980	1989	MEDLINE-WOS	mesh
QUALITY OF HEALTH CARE	3	1980	1989	MEDLINE-WOS	mesh
RELIGION AND MEDICINE	3	1980	1989	MEDLINE-WOS	mesh
SCHOOL HEALTH SERVICES	3	1980	1989	MEDLINE-WOS	mesh
SEASONS	3	1980	1989	MEDLINE-WOS	mesh
SELF CONCEPT	3	1980	1989	MEDLINE-WOS	mesh
SET PSYCHOLOGY	3	1980	1989	MEDLINE-WOS	mesh
SEX	3	1980	1989	MEDLINE-WOS	mesh
SOCIAL BEHAVIOR	3	1980	1989	MEDLINE-WOS	mesh
SOUTH AMERICA	3	1980	1989	MEDLINE-WOS	mesh
STERILIZATION REPRODUCTIVE	3	1980	1989	MEDLINE-WOS	mesh
TECHNOLOGY	3	1980	1989	MEDLINE-WOS	mesh
TOMOGRAPHY X RAY COMPUTED	3	1980	1989	MEDLINE-WOS	mesh
TUBERCULOSIS	3	1980	1989	MEDLINE-WOS	mesh
UKRAINE	3	1980	1989	MEDLINE-WOS	mesh
UNITED NATIONS	3	1980	1989	MEDLINE-WOS	mesh
WEANING	3	1980	1989	MEDLINE-WOS	mesh
WOMEN S RIGHTS	3	1980	1989	MEDLINE-WOS	mesh
WORLD HEALTH ORGANIZATION	3	1980	1989	MEDLINE-WOS	mesh
ABORTION CRIMINAL	2	1980	1989	MEDLINE-WOS	mesh
ACCIDENTS	2	1980	1989	MEDLINE-WOS	mesh
ACCIDENTS TRAFFIC	2	1980	1989	MEDLINE-WOS	mesh
AFRICA EASTERN	2	1980	1989	MEDLINE-WOS	mesh
AGE DISTRIBUTION	2	1980	1989	MEDLINE-WOS	mesh
AGING	2	1980	1989	MEDLINE-WOS	mesh
AGRICULTURE	2	1980	1989	MEDLINE-WOS	mesh
ALLIED HEALTH PERSONNEL	2	1980	1989	MEDLINE-WOS	mesh
AMBULATORY CARE FACILITIES	2	1980	1989	MEDLINE-WOS	mesh
ANTI ANXIETY AGENTS	2	1980	1989	MEDLINE-WOS	mesh
ANXIETY	2	1980	1989	MEDLINE-WOS	mesh
ASIA WESTERN	2	1980	1989	MEDLINE-WOS	mesh
AUTOMOBILE DRIVING	2	1980	1989	MEDLINE-WOS	mesh
BANGLADESH	2	1980	1989	MEDLINE-WOS	mesh
BLOOD TRANSFUSION	2	1980	1989	MEDLINE-WOS	mesh
BODY FLUIDS	2	1980	1989	MEDLINE-WOS	mesh
BRAZIL	2	1980	1989	MEDLINE-WOS	mesh
CARIBBEAN REGION	2	1980	1989	MEDLINE-WOS	mesh
CHILD BEHAVIOR	2	1980	1989	MEDLINE-WOS	mesh
CHILD DEVELOPMENT	2	1980	1989	MEDLINE-WOS	mesh
CHILE	2	1980	1989	MEDLINE-WOS	mesh
CHOLESTEROL	2	1980	1989	MEDLINE-WOS	mesh
CHRISTIANITY	2	1980	1989	MEDLINE-WOS	mesh
CIVIL RIGHTS	2	1980	1989	MEDLINE-WOS	mesh
CLINICAL TRIALS AS TOPIC	2	1980	1989	MEDLINE-WOS	mesh
COMMUNITY HEALTH WORKERS	2	1980	1989	MEDLINE-WOS	mesh
CONFIDENTIALITY	2	1980	1989	MEDLINE-WOS	mesh
CONTRACEPTIVES ORAL HORMONAL	2	1980	1989	MEDLINE-WOS	mesh
CROSS INFECTION	2	1980	1989	MEDLINE-WOS	mesh
DEATH CERTIFICATES	2	1980	1989	MEDLINE-WOS	mesh
DIAGNOSTIC ERRORS	2	1980	1989	MEDLINE-WOS	mesh
DIET FADS	2	1980	1989	MEDLINE-WOS	mesh
DRUG INFORMATION SERVICES	2	1980	1989	MEDLINE-WOS	mesh
EDUCATION MEDICAL CONTINUING	2	1980	1989	MEDLINE-WOS	mesh
EDUCATION MEDICAL UNDERGRADUATE	2	1980	1989	MEDLINE-WOS	mesh
EGYPT	2	1980	1989	MEDLINE-WOS	mesh
ETHICS	2	1980	1989	MEDLINE-WOS	mesh
FACULTY	2	1980	1989	MEDLINE-WOS	mesh
FAMILY	2	1980	1989	MEDLINE-WOS	mesh
FAMILY RELATIONS	2	1980	1989	MEDLINE-WOS	mesh
FEEDING BEHAVIOR	2	1980	1989	MEDLINE-WOS	mesh
FINANCIAL MANAGEMENT	2	1980	1989	MEDLINE-WOS	mesh
FOOD SUPPLY	2	1980	1989	MEDLINE-WOS	mesh
FORM PERCEPTION	2	1980	1989	MEDLINE-WOS	mesh
FRAUD	2	1980	1989	MEDLINE-WOS	mesh
GERMANY	2	1980	1989	MEDLINE-WOS	mesh
GERMANY WEST	2	1980	1989	MEDLINE-WOS	mesh
HEALTH BENEFIT PLANS EMPLOYEE	2	1980	1989	MEDLINE-WOS	mesh
HEALTH POLICY	2	1980	1989	MEDLINE-WOS	mesh
HEALTH RESORTS	2	1980	1989	MEDLINE-WOS	mesh
HEALTH SERVICES FOR THE AGED	2	1980	1989	MEDLINE-WOS	mesh
HEALTH SERVICES RESEARCH	2	1980	1989	MEDLINE-WOS	mesh
HEALTH STATUS	2	1980	1989	MEDLINE-WOS	mesh
HISTORY 18TH CENTURY	2	1980	1989	MEDLINE-WOS	mesh
HIV SEROPOSITIVITY	2	1980	1989	MEDLINE-WOS	mesh
HOSPITAL ADMINISTRATION	2	1980	1989	MEDLINE-WOS	mesh
HOSPITAL BED CAPACITY 500 AND OVER	2	1980	1989	MEDLINE-WOS	mesh
HOSPITALS SPECIAL	2	1980	1989	MEDLINE-WOS	mesh
HUMAN RIGHTS	2	1980	1989	MEDLINE-WOS	mesh
HYGIENE	2	1980	1989	MEDLINE-WOS	mesh
ILLEGITIMACY	2	1980	1989	MEDLINE-WOS	mesh
INCOME	2	1980	1989	MEDLINE-WOS	mesh
INDONESIA	2	1980	1989	MEDLINE-WOS	mesh
INFANT CARE	2	1980	1989	MEDLINE-WOS	mesh
INFANT FOOD	2	1980	1989	MEDLINE-WOS	mesh
INSURANCE LIABILITY	2	1980	1989	MEDLINE-WOS	mesh
INTERNATIONAL AGENCIES	2	1980	1989	MEDLINE-WOS	mesh
INTERNATIONALITY	2	1980	1989	MEDLINE-WOS	mesh
JAMAICA	2	1980	1989	MEDLINE-WOS	mesh
JURISPRUDENCE	2	1980	1989	MEDLINE-WOS	mesh
LACTATION	2	1980	1989	MEDLINE-WOS	mesh
LANGUAGE	2	1980	1989	MEDLINE-WOS	mesh
LEGISLATION DRUG	2	1980	1989	MEDLINE-WOS	mesh
LIFE EXPECTANCY	2	1980	1989	MEDLINE-WOS	mesh
MALPRACTICE	2	1980	1989	MEDLINE-WOS	mesh
MASTITIS	2	1980	1989	MEDLINE-WOS	mesh
MATERNAL CHILD HEALTH CENTERS	2	1980	1989	MEDLINE-WOS	mesh
MATERNAL MORTALITY	2	1980	1989	MEDLINE-WOS	mesh
MEASLES	2	1980	1989	MEDLINE-WOS	mesh
MEASLES VACCINE	2	1980	1989	MEDLINE-WOS	mesh
MEDICAL RECORDS	2	1980	1989	MEDLINE-WOS	mesh
MEDICINE IN THE ARTS	2	1980	1989	MEDLINE-WOS	mesh
MENARCHE	2	1980	1989	MEDLINE-WOS	mesh
MENTAL HEALTH	2	1980	1989	MEDLINE-WOS	mesh
METHODS	2	1980	1989	MEDLINE-WOS	mesh
MILK	2	1980	1989	MEDLINE-WOS	mesh
MILK HUMAN	2	1980	1989	MEDLINE-WOS	mesh
MODELS THEORETICAL	2	1980	1989	MEDLINE-WOS	mesh
MOSCOW	2	1980	1989	MEDLINE-WOS	mesh
MOTHER CHILD RELATIONS	2	1980	1989	MEDLINE-WOS	mesh
MOTHERS	2	1980	1989	MEDLINE-WOS	mesh
MOUTH DISEASES	2	1980	1989	MEDLINE-WOS	mesh
MUSEUMS	2	1980	1989	MEDLINE-WOS	mesh
NEOPLASM STAGING	2	1980	1989	MEDLINE-WOS	mesh
NEOPLASMS EXPERIMENTAL	2	1980	1989	MEDLINE-WOS	mesh
NEUROTIC DISORDERS	2	1980	1989	MEDLINE-WOS	mesh
NEW ZEALAND	2	1980	1989	MEDLINE-WOS	mesh
NUCLEAR FAMILY	2	1980	1989	MEDLINE-WOS	mesh
NURSES	2	1980	1989	MEDLINE-WOS	mesh
NUTRITION DISORDERS	2	1980	1989	MEDLINE-WOS	mesh
OBSTETRICS	2	1980	1989	MEDLINE-WOS	mesh
OCCUPATIONS	2	1980	1989	MEDLINE-WOS	mesh
ORAL HEALTH	2	1980	1989	MEDLINE-WOS	mesh
PARENTS	2	1980	1989	MEDLINE-WOS	mesh
PATERNALISM	2	1980	1989	MEDLINE-WOS	mesh
PATTERN RECOGNITION VISUAL	2	1980	1989	MEDLINE-WOS	mesh
PERSONAL AUTONOMY	2	1980	1989	MEDLINE-WOS	mesh
PHARMACIES	2	1980	1989	MEDLINE-WOS	mesh
PHILIPPINES	2	1980	1989	MEDLINE-WOS	mesh
PHYSICIAN ASSISTANTS	2	1980	1989	MEDLINE-WOS	mesh
PHYSICIANS FAMILY	2	1980	1989	MEDLINE-WOS	mesh
PHYSIOLOGY	2	1980	1989	MEDLINE-WOS	mesh
PIT AND FISSURE SEALANTS	2	1980	1989	MEDLINE-WOS	mesh
PLANTS MEDICINAL	2	1980	1989	MEDLINE-WOS	mesh
POLAND	2	1980	1989	MEDLINE-WOS	mesh
PREGNANCY TRIMESTER FIRST	2	1980	1989	MEDLINE-WOS	mesh
PREGNANCY UNWANTED	2	1980	1989	MEDLINE-WOS	mesh
PREJUDICE	2	1980	1989	MEDLINE-WOS	mesh
PRENATAL CARE	2	1980	1989	MEDLINE-WOS	mesh
PRIMARY HEALTH CARE	2	1980	1989	MEDLINE-WOS	mesh
PSYCHIATRY	2	1980	1989	MEDLINE-WOS	mesh
PSYCHOLOGY CHILD	2	1980	1989	MEDLINE-WOS	mesh
PSYCHOSEXUAL DEVELOPMENT	2	1980	1989	MEDLINE-WOS	mesh
PUBLIC HEALTH DENTISTRY	2	1980	1989	MEDLINE-WOS	mesh
QUACKERY	2	1980	1989	MEDLINE-WOS	mesh
RATS	2	1980	1989	MEDLINE-WOS	mesh
RED CROSS	2	1980	1989	MEDLINE-WOS	mesh
REFERRAL AND CONSULTATION	2	1980	1989	MEDLINE-WOS	mesh
RELIGION AND PSYCHOLOGY	2	1980	1989	MEDLINE-WOS	mesh
RETIREMENT	2	1980	1989	MEDLINE-WOS	mesh
ROLE	2	1980	1989	MEDLINE-WOS	mesh
RUBELLA	2	1980	1989	MEDLINE-WOS	mesh
RUBELLA VACCINE	2	1980	1989	MEDLINE-WOS	mesh
RUSSIA PRE 1917	2	1980	1989	MEDLINE-WOS	mesh
SEXUAL ABSTINENCE	2	1980	1989	MEDLINE-WOS	mesh
SINGAPORE	2	1980	1989	MEDLINE-WOS	mesh
SMALLPOX	2	1980	1989	MEDLINE-WOS	mesh
SOCIETIES HOSPITAL	2	1980	1989	MEDLINE-WOS	mesh
SPECIES SPECIFICITY	2	1980	1989	MEDLINE-WOS	mesh
SUPERSTITIONS	2	1980	1989	MEDLINE-WOS	mesh
SWEDEN	2	1980	1989	MEDLINE-WOS	mesh
TABOO	2	1980	1989	MEDLINE-WOS	mesh
TERMINOLOGY AS TOPIC	2	1980	1989	MEDLINE-WOS	mesh
THAILAND	2	1980	1989	MEDLINE-WOS	mesh
THERAPEUTICS	2	1980	1989	MEDLINE-WOS	mesh
TOBACCO USE DISORDER	2	1980	1989	MEDLINE-WOS	mesh
TRANQUILIZING AGENTS	2	1980	1989	MEDLINE-WOS	mesh
TRIAZOLAM	2	1980	1989	MEDLINE-WOS	mesh
TRUTH DISCLOSURE	2	1980	1989	MEDLINE-WOS	mesh
UGANDA	2	1980	1989	MEDLINE-WOS	mesh
URBAN HEALTH	2	1980	1989	MEDLINE-WOS	mesh
VASECTOMY	2	1980	1989	MEDLINE-WOS	mesh
VIOLENCE	2	1980	1989	MEDLINE-WOS	mesh
VISUAL PERCEPTION	2	1980	1989	MEDLINE-WOS	mesh
WARFARE	2	1980	1989	MEDLINE-WOS	mesh
ABDOMEN	1	1980	1989	MEDLINE-WOS	mesh
ABNORMALITIES MULTIPLE	1	1980	1989	MEDLINE-WOS	mesh
ABNORMALITIES RADIATION INDUCED	1	1980	1989	MEDLINE-WOS	mesh
ABORTION APPLICANTS	1	1980	1989	MEDLINE-WOS	mesh
ABORTION SEPTIC	1	1980	1989	MEDLINE-WOS	mesh
ABORTION SPONTANEOUS	1	1980	1989	MEDLINE-WOS	mesh
ABSENTEEISM	1	1980	1989	MEDLINE-WOS	mesh
ACCIDENTAL FALLS	1	1980	1989	MEDLINE-WOS	mesh
ACTIVITIES OF DAILY LIVING	1	1980	1989	MEDLINE-WOS	mesh
ACUTE DISEASE	1	1980	1989	MEDLINE-WOS	mesh
ADAPTATION PSYCHOLOGICAL	1	1980	1989	MEDLINE-WOS	mesh
ADOPTION	1	1980	1989	MEDLINE-WOS	mesh
AEROSPACE MEDICINE	1	1980	1989	MEDLINE-WOS	mesh
AFRICAN AMERICANS	1	1980	1989	MEDLINE-WOS	mesh
AFTERCARE	1	1980	1989	MEDLINE-WOS	mesh
AGE DETERMINATION BY TEETH	1	1980	1989	MEDLINE-WOS	mesh
AIDS SERODIAGNOSIS	1	1980	1989	MEDLINE-WOS	mesh
ALCOHOLS	1	1980	1989	MEDLINE-WOS	mesh
ALDEHYDES	1	1980	1989	MEDLINE-WOS	mesh
ALLELES	1	1980	1989	MEDLINE-WOS	mesh
ALLERGY AND IMMUNOLOGY	1	1980	1989	MEDLINE-WOS	mesh
AMBULANCES	1	1980	1989	MEDLINE-WOS	mesh
AMBULATORY CARE	1	1980	1989	MEDLINE-WOS	mesh
AMERICAN DENTAL ASSOCIATION	1	1980	1989	MEDLINE-WOS	mesh
AMINOPYRINE	1	1980	1989	MEDLINE-WOS	mesh
AMYGDALIN	1	1980	1989	MEDLINE-WOS	mesh
ANABOLIC AGENTS	1	1980	1989	MEDLINE-WOS	mesh
ANALGESICS	1	1980	1989	MEDLINE-WOS	mesh
ANATOMY	1	1980	1989	MEDLINE-WOS	mesh
ANGINA PECTORIS	1	1980	1989	MEDLINE-WOS	mesh
ANGIOGRAPHY	1	1980	1989	MEDLINE-WOS	mesh
ANIMAL NUTRITIONAL PHYSIOLOGICAL PHENOMENA	1	1980	1989	MEDLINE-WOS	mesh
ANIMALS DOMESTIC	1	1980	1989	MEDLINE-WOS	mesh
ANOPHELES	1	1980	1989	MEDLINE-WOS	mesh
ANTI INFLAMMATORY AGENTS NON STEROIDAL	1	1980	1989	MEDLINE-WOS	mesh
ANTICONVULSANTS	1	1980	1989	MEDLINE-WOS	mesh
AREA HEALTH EDUCATION CENTERS	1	1980	1989	MEDLINE-WOS	mesh
ARTERIOSCLEROSIS	1	1980	1989	MEDLINE-WOS	mesh
ATTITUDE TO DEATH	1	1980	1989	MEDLINE-WOS	mesh
AUTOMOBILE DRIVER EXAMINATION	1	1980	1989	MEDLINE-WOS	mesh
AUTOMOBILES	1	1980	1989	MEDLINE-WOS	mesh
AUTOPSY	1	1980	1989	MEDLINE-WOS	mesh
AVERSIVE THERAPY	1	1980	1989	MEDLINE-WOS	mesh
BALTIMORE	1	1980	1989	MEDLINE-WOS	mesh
BARBADOS	1	1980	1989	MEDLINE-WOS	mesh
BASHKIRIA	1	1980	1989	MEDLINE-WOS	mesh
BENIN	1	1980	1989	MEDLINE-WOS	mesh
BIOLOGICAL EVOLUTION	1	1980	1989	MEDLINE-WOS	mesh
BIOPSY	1	1980	1989	MEDLINE-WOS	mesh
BIPOLAR DISORDER	1	1980	1989	MEDLINE-WOS	mesh
BODY IMAGE	1	1980	1989	MEDLINE-WOS	mesh
BREAD	1	1980	1989	MEDLINE-WOS	mesh
BREAST	1	1980	1989	MEDLINE-WOS	mesh
BUDDHISM	1	1980	1989	MEDLINE-WOS	mesh
CALIFORNIA	1	1980	1989	MEDLINE-WOS	mesh
CANNABIDIOL	1	1980	1989	MEDLINE-WOS	mesh
CANNABINOIDS	1	1980	1989	MEDLINE-WOS	mesh
CANNABINOL	1	1980	1989	MEDLINE-WOS	mesh
CANNABIS	1	1980	1989	MEDLINE-WOS	mesh
CARDIOLOGY	1	1980	1989	MEDLINE-WOS	mesh
CARDIOVASCULAR ABNORMALITIES	1	1980	1989	MEDLINE-WOS	mesh
CARDIOVASCULAR SYSTEM	1	1980	1989	MEDLINE-WOS	mesh
CAREER CHOICE	1	1980	1989	MEDLINE-WOS	mesh
CATARACT	1	1980	1989	MEDLINE-WOS	mesh
CATHOLICISM	1	1980	1989	MEDLINE-WOS	mesh
CATS	1	1980	1989	MEDLINE-WOS	mesh
CAUSE OF DEATH	1	1980	1989	MEDLINE-WOS	mesh
CEREBROVASCULAR CIRCULATION	1	1980	1989	MEDLINE-WOS	mesh
CESAREAN SECTION	1	1980	1989	MEDLINE-WOS	mesh
CHEMICAL PHENOMENA	1	1980	1989	MEDLINE-WOS	mesh
CHEMISTRY PHYSICAL	1	1980	1989	MEDLINE-WOS	mesh
CHICKENPOX	1	1980	1989	MEDLINE-WOS	mesh
CHILD CARE	1	1980	1989	MEDLINE-WOS	mesh
CHILD DAY CARE CENTERS	1	1980	1989	MEDLINE-WOS	mesh
CHILD HEALTH SERVICES	1	1980	1989	MEDLINE-WOS	mesh
CHILD NUTRITIONAL PHYSIOLOGICAL PHENOMENA	1	1980	1989	MEDLINE-WOS	mesh
HUMANS	382	1990	1999	MEDLINE-WOS	mesh
FEMALE	183	1990	1999	MEDLINE-WOS	mesh
MALE	121	1990	1999	MEDLINE-WOS	mesh
DEVELOPING COUNTRIES	113	1990	1999	MEDLINE-WOS	mesh
ADOLESCENT	112	1990	1999	MEDLINE-WOS	mesh
FAMILY PLANNING SERVICES	100	1990	1999	MEDLINE-WOS	mesh
ADULT	99	1990	1999	MEDLINE-WOS	mesh
COMMUNICATION	96	1990	1999	MEDLINE-WOS	mesh
HEALTH KNOWLEDGE ATTITUDES PRACTICE	91	1990	1999	MEDLINE-WOS	mesh
ACQUIRED IMMUNODEFICIENCY SYNDROME	89	1990	1999	MEDLINE-WOS	mesh
HEALTH EDUCATION	80	1990	1999	MEDLINE-WOS	mesh
PROPAGANDA	72	1990	1999	MEDLINE-WOS	mesh
UNITED STATES	70	1990	1999	MEDLINE-WOS	mesh
BEHAVIOR	67	1990	1999	MEDLINE-WOS	mesh
CONTRACEPTION	66	1990	1999	MEDLINE-WOS	mesh
DEMOGRAPHY	65	1990	1999	MEDLINE-WOS	mesh
POPULATION	64	1990	1999	MEDLINE-WOS	mesh
HIV INFECTIONS	63	1990	1999	MEDLINE-WOS	mesh
DISEASE	58	1990	1999	MEDLINE-WOS	mesh
ECONOMICS	54	1990	1999	MEDLINE-WOS	mesh
EDUCATION	54	1990	1999	MEDLINE-WOS	mesh
MIDDLE AGED	54	1990	1999	MEDLINE-WOS	mesh
POPULATION CHARACTERISTICS	47	1990	1999	MEDLINE-WOS	mesh
SEXUAL BEHAVIOR	47	1990	1999	MEDLINE-WOS	mesh
ASIA	46	1990	1999	MEDLINE-WOS	mesh
PSYCHOLOGY	46	1990	1999	MEDLINE-WOS	mesh
RESEARCH	46	1990	1999	MEDLINE-WOS	mesh
SEX EDUCATION	45	1990	1999	MEDLINE-WOS	mesh
VIRUS DISEASES	45	1990	1999	MEDLINE-WOS	mesh
ORGANIZATION AND ADMINISTRATION	44	1990	1999	MEDLINE-WOS	mesh
RISK FACTORS	44	1990	1999	MEDLINE-WOS	mesh
AFRICA	43	1990	1999	MEDLINE-WOS	mesh
CHILD	43	1990	1999	MEDLINE-WOS	mesh
EVALUATION STUDIES AS TOPIC	42	1990	1999	MEDLINE-WOS	mesh
HEALTH PLANNING	42	1990	1999	MEDLINE-WOS	mesh
HISTORY 20TH CENTURY	41	1990	1999	MEDLINE-WOS	mesh
AMERICAS	38	1990	1999	MEDLINE-WOS	mesh
SURVEYS AND QUESTIONNAIRES	38	1990	1999	MEDLINE-WOS	mesh
AGE FACTORS	37	1990	1999	MEDLINE-WOS	mesh
HEALTH	37	1990	1999	MEDLINE-WOS	mesh
PREGNANCY	37	1990	1999	MEDLINE-WOS	mesh
ATTITUDE TO HEALTH	36	1990	1999	MEDLINE-WOS	mesh
DEVELOPED COUNTRIES	36	1990	1999	MEDLINE-WOS	mesh
POLITICS	36	1990	1999	MEDLINE-WOS	mesh
PUBLIC OPINION	34	1990	1999	MEDLINE-WOS	mesh
ATTITUDE	33	1990	1999	MEDLINE-WOS	mesh
AFRICA SOUTH OF THE SAHARA	32	1990	1999	MEDLINE-WOS	mesh
AGED	30	1990	1999	MEDLINE-WOS	mesh
CONTRACEPTION BEHAVIOR	30	1990	1999	MEDLINE-WOS	mesh
DELIVERY OF HEALTH CARE	30	1990	1999	MEDLINE-WOS	mesh
SOCIOECONOMIC FACTORS	29	1990	1999	MEDLINE-WOS	mesh
ANIMALS	28	1990	1999	MEDLINE-WOS	mesh
CONDOMS	28	1990	1999	MEDLINE-WOS	mesh
NORTH AMERICA	28	1990	1999	MEDLINE-WOS	mesh
POPULATION DYNAMICS	28	1990	1999	MEDLINE-WOS	mesh
ABORTION INDUCED	26	1990	1999	MEDLINE-WOS	mesh
CULTURE	26	1990	1999	MEDLINE-WOS	mesh
DATA COLLECTION	26	1990	1999	MEDLINE-WOS	mesh
MASS MEDIA	25	1990	1999	MEDLINE-WOS	mesh
PATIENT EDUCATION AS TOPIC	23	1990	1999	MEDLINE-WOS	mesh
CONTRACEPTIVES ORAL	22	1990	1999	MEDLINE-WOS	mesh
INDIA	21	1990	1999	MEDLINE-WOS	mesh
SEXUALLY TRANSMITTED DISEASES	21	1990	1999	MEDLINE-WOS	mesh
CHINA	20	1990	1999	MEDLINE-WOS	mesh
HEALTH PROMOTION	19	1990	1999	MEDLINE-WOS	mesh
HEALTH SERVICES NEEDS AND DEMAND	19	1990	1999	MEDLINE-WOS	mesh
INFORMATION SERVICES	19	1990	1999	MEDLINE-WOS	mesh
ORGANIZATIONS	19	1990	1999	MEDLINE-WOS	mesh
ATTITUDE OF HEALTH PERSONNEL	18	1990	1999	MEDLINE-WOS	mesh
ETHNIC GROUPS	17	1990	1999	MEDLINE-WOS	mesh
KNOWLEDGE	17	1990	1999	MEDLINE-WOS	mesh
INFANT NEWBORN	16	1990	1999	MEDLINE-WOS	mesh
INFECTION	16	1990	1999	MEDLINE-WOS	mesh
PREJUDICE	16	1990	1999	MEDLINE-WOS	mesh
PROGRAM EVALUATION	16	1990	1999	MEDLINE-WOS	mesh
RURAL POPULATION	16	1990	1999	MEDLINE-WOS	mesh
URBAN POPULATION	16	1990	1999	MEDLINE-WOS	mesh
ADVERTISING AS TOPIC	15	1990	1999	MEDLINE-WOS	mesh
LATIN AMERICA	15	1990	1999	MEDLINE-WOS	mesh
PATIENT ACCEPTANCE OF HEALTH CARE	15	1990	1999	MEDLINE-WOS	mesh
PUBLIC POLICY	15	1990	1999	MEDLINE-WOS	mesh
CHILD PRESCHOOL	14	1990	1999	MEDLINE-WOS	mesh
COUNSELING	14	1990	1999	MEDLINE-WOS	mesh
EUROPE	14	1990	1999	MEDLINE-WOS	mesh
FERTILITY	14	1990	1999	MEDLINE-WOS	mesh
HEALTH SERVICES ACCESSIBILITY	14	1990	1999	MEDLINE-WOS	mesh
PREGNANCY IN ADOLESCENCE	14	1990	1999	MEDLINE-WOS	mesh
WOMEN	14	1990	1999	MEDLINE-WOS	mesh
AFRICA EASTERN	13	1990	1999	MEDLINE-WOS	mesh
EDUCATIONAL STATUS	13	1990	1999	MEDLINE-WOS	mesh
FAR EAST	13	1990	1999	MEDLINE-WOS	mesh
GERMANY	13	1990	1999	MEDLINE-WOS	mesh
INTERVIEWS AS TOPIC	13	1990	1999	MEDLINE-WOS	mesh
SAMPLING STUDIES	13	1990	1999	MEDLINE-WOS	mesh
STUDENTS	13	1990	1999	MEDLINE-WOS	mesh
SUBSTANCE RELATED DISORDERS	13	1990	1999	MEDLINE-WOS	mesh
UNITED KINGDOM	13	1990	1999	MEDLINE-WOS	mesh
WARFARE	13	1990	1999	MEDLINE-WOS	mesh
AFRICA NORTHERN	12	1990	1999	MEDLINE-WOS	mesh
AMBULATORY CARE FACILITIES	12	1990	1999	MEDLINE-WOS	mesh
HEALTH SERVICES	12	1990	1999	MEDLINE-WOS	mesh
HISTORY 19TH CENTURY	12	1990	1999	MEDLINE-WOS	mesh
LEGISLATION AS TOPIC	12	1990	1999	MEDLINE-WOS	mesh
MARKETING OF HEALTH SERVICES	12	1990	1999	MEDLINE-WOS	mesh
RELIGION	12	1990	1999	MEDLINE-WOS	mesh
SOCIAL CLASS	12	1990	1999	MEDLINE-WOS	mesh
SOCIAL PROBLEMS	12	1990	1999	MEDLINE-WOS	mesh
SOUTH AFRICA	12	1990	1999	MEDLINE-WOS	mesh
ASIA SOUTHEASTERN	11	1990	1999	MEDLINE-WOS	mesh
EMOTIONS	11	1990	1999	MEDLINE-WOS	mesh
FEAR	11	1990	1999	MEDLINE-WOS	mesh
INFANT	11	1990	1999	MEDLINE-WOS	mesh
INTERPERSONAL RELATIONS	11	1990	1999	MEDLINE-WOS	mesh
INTRAUTERINE DEVICES	11	1990	1999	MEDLINE-WOS	mesh
MENTAL RECALL	11	1990	1999	MEDLINE-WOS	mesh
POLITICAL SYSTEMS	11	1990	1999	MEDLINE-WOS	mesh
SCHOOLS	11	1990	1999	MEDLINE-WOS	mesh
SMOKING	11	1990	1999	MEDLINE-WOS	mesh
AFRICAN AMERICANS	10	1990	1999	MEDLINE-WOS	mesh
BIOLOGY	10	1990	1999	MEDLINE-WOS	mesh
CANADA	10	1990	1999	MEDLINE-WOS	mesh
CONTRACEPTIVE AGENTS	10	1990	1999	MEDLINE-WOS	mesh
EMPLOYMENT	10	1990	1999	MEDLINE-WOS	mesh
FRANCE	10	1990	1999	MEDLINE-WOS	mesh
HEALTH PERSONNEL	10	1990	1999	MEDLINE-WOS	mesh
NEOPLASMS	10	1990	1999	MEDLINE-WOS	mesh
PERCEPTION	10	1990	1999	MEDLINE-WOS	mesh
PREVALENCE	10	1990	1999	MEDLINE-WOS	mesh
PRIMARY HEALTH CARE	10	1990	1999	MEDLINE-WOS	mesh
REPRODUCTIVE MEDICINE	10	1990	1999	MEDLINE-WOS	mesh
SUGGESTION	10	1990	1999	MEDLINE-WOS	mesh
TEACHING	10	1990	1999	MEDLINE-WOS	mesh
WOMEN S RIGHTS	10	1990	1999	MEDLINE-WOS	mesh
AFRICA SOUTHERN	9	1990	1999	MEDLINE-WOS	mesh
BREAST FEEDING	9	1990	1999	MEDLINE-WOS	mesh
CONTRACEPTIVE AGENTS FEMALE	9	1990	1999	MEDLINE-WOS	mesh
CROSS SECTIONAL STUDIES	9	1990	1999	MEDLINE-WOS	mesh
FAMILY CHARACTERISTICS	9	1990	1999	MEDLINE-WOS	mesh
HEALTH POLICY	9	1990	1999	MEDLINE-WOS	mesh
