Term	Freq	StartYear	EndYear	Database	Platform	TermType
press	70	2010	2019	EFT	Ebsco	Subject
conferences & conventions	69	2010	2019	EFT	Ebsco	Subject
internet	67	2010	2019	EFT	Ebsco	Subject
china	66	2010	2019	EFT	Ebsco	Subject
universities & colleges	65	2010	2019	EFT	Ebsco	Subject
psychology	64	2010	2019	EFT	Ebsco	Subject
libraries	59	2010	2019	EFT	Ebsco	Subject
attitude (psychology)	57	2010	2019	EFT	Ebsco	Subject
mass media	56	2010	2019	EFT	Ebsco	Subject
curricula (courses of study)	55	2010	2019	EFT	Ebsco	Subject
world wide web	54	2010	2019	EFT	Ebsco	Subject
education policy	53	2010	2019	EFT	Ebsco	Subject
access to information	52	2010	2019	EFT	Ebsco	Subject
critical thinking	52	2010	2019	EFT	Ebsco	Subject
practical politics	51	2010	2019	EFT	Ebsco	Subject
trump, donald, 1946-	51	2010	2019	EFT	Ebsco	Subject
media literacy	50	2010	2019	EFT	Ebsco	Subject
deception	49	2010	2019	EFT	Ebsco	Subject
students	49	2010	2019	EFT	Ebsco	Subject
public health	48	2010	2019	EFT	Ebsco	Subject
publishers & publishing	48	2010	2019	EFT	Ebsco	Subject
college students	47	2010	2019	EFT	Ebsco	Subject
science education	45	2010	2019	EFT	Ebsco	Subject
descriptive statistics	43	2010	2019	EFT	Ebsco	Subject
education -- united states	43	2010	2019	EFT	Ebsco	Subject
government policy	43	2010	2019	EFT	Ebsco	Subject
learning	43	2010	2019	EFT	Ebsco	Subject
teachers	41	2010	2019	EFT	Ebsco	Subject
educational technology	40	2010	2019	EFT	Ebsco	Subject
research funding	40	2010	2019	EFT	Ebsco	Subject
communication	39	2010	2019	EFT	Ebsco	Subject
public libraries	38	2010	2019	EFT	Ebsco	Subject
public opinion	38	2010	2019	EFT	Ebsco	Subject
social justice	38	2010	2019	EFT	Ebsco	Subject
twentieth century	38	2010	2019	EFT	Ebsco	Subject
artificial intelligence	37	2010	2019	EFT	Ebsco	Subject
health	37	2010	2019	EFT	Ebsco	Subject
teacher education	37	2010	2019	EFT	Ebsco	Subject
social sciences education	36	2010	2019	EFT	Ebsco	Subject
children's literature	35	2010	2019	EFT	Ebsco	Subject
computer network resources	35	2010	2019	EFT	Ebsco	Subject
democracy	35	2010	2019	EFT	Ebsco	Subject
teaching	34	2010	2019	EFT	Ebsco	Subject
trust	34	2010	2019	EFT	Ebsco	Subject
information technology	33	2010	2019	EFT	Ebsco	Subject
science	33	2010	2019	EFT	Ebsco	Subject
academic libraries	32	2010	2019	EFT	Ebsco	Subject
american library association	32	2010	2019	EFT	Ebsco	Subject
climate change	32	2010	2019	EFT	Ebsco	Subject
educational change	32	2010	2019	EFT	Ebsco	Subject
ethics	32	2010	2019	EFT	Ebsco	Subject
russia	32	2010	2019	EFT	Ebsco	Subject
college teachers	31	2010	2019	EFT	Ebsco	Subject
disinformation	31	2010	2019	EFT	Ebsco	Subject
history education	31	2010	2019	EFT	Ebsco	Subject
great britain	30	2010	2019	EFT	Ebsco	Subject
information retrieval	30	2010	2019	EFT	Ebsco	Subject
political participation	29	2010	2019	EFT	Ebsco	Subject
search engines	29	2010	2019	EFT	Ebsco	Subject
serial publications	29	2010	2019	EFT	Ebsco	Subject
authors	28	2010	2019	EFT	Ebsco	Subject
common core state standards	28	2010	2019	EFT	Ebsco	Subject
curriculum planning	28	2010	2019	EFT	Ebsco	Subject
health services accessibility	28	2010	2019	EFT	Ebsco	Subject
interviewing	28	2010	2019	EFT	Ebsco	Subject
neoliberalism	28	2010	2019	EFT	Ebsco	Subject
newspapers	28	2010	2019	EFT	Ebsco	Subject
research methodology	28	2010	2019	EFT	Ebsco	Subject
educational programs	27	2010	2019	EFT	Ebsco	Subject
facebook (web resource)	27	2010	2019	EFT	Ebsco	Subject
information services	27	2010	2019	EFT	Ebsco	Subject
literacy	26	2010	2019	EFT	Ebsco	Subject
questionnaires	26	2010	2019	EFT	Ebsco	Subject
surveys	26	2010	2019	EFT	Ebsco	Subject
world war ii	26	2010	2019	EFT	Ebsco	Subject
content analysis	25	2010	2019	EFT	Ebsco	Subject
data analysis	25	2010	2019	EFT	Ebsco	Subject
data analysis software	25	2010	2019	EFT	Ebsco	Subject
educators	25	2010	2019	EFT	Ebsco	Subject
health promotion	25	2010	2019	EFT	Ebsco	Subject
libraries -- united states	25	2010	2019	EFT	Ebsco	Subject
twitter (web resource)	25	2010	2019	EFT	Ebsco	Subject
critical pedagogy	24	2010	2019	EFT	Ebsco	Subject
decision making	24	2010	2019	EFT	Ebsco	Subject
library associations	24	2010	2019	EFT	Ebsco	Subject
library science	24	2010	2019	EFT	Ebsco	Subject
human relations‎	6	1970	1979	GW	Proquest	Subject
interpersonal communication‎	6	1970	1979	GW	Proquest	Subject
literature‎	6	1970	1979	GW	Proquest	Subject
personal relationships‎	6	1970	1979	GW	Proquest	Subject
civil rights‎	4	1970	1979	GW	Proquest	Subject
african americans‎	3	1970	1979	GW	Proquest	Subject
black literature‎	3	1970	1979	GW	Proquest	Subject
entertainment‎	3	1970	1979	GW	Proquest	Subject
gays & lesbians‎	3	1970	1979	GW	Proquest	Subject
health‎	3	1970	1979	GW	Proquest	Subject
preventive medicine‎	3	1970	1979	GW	Proquest	Subject
women‎	3	1970	1979	GW	Proquest	Subject
womens rights movement‎	3	1970	1979	GW	Proquest	Subject
jews‎	2	1970	1979	GW	Proquest	Subject
politics‎	2	1970	1979	GW	Proquest	Subject
abortion‎	1	1970	1979	GW	Proquest	Subject
discrimination‎	1	1970	1979	GW	Proquest	Subject
employment‎	1	1970	1979	GW	Proquest	Subject
human rights‎	1	1970	1979	GW	Proquest	Subject
industry‎	1	1970	1979	GW	Proquest	Subject
journalism‎	1	1970	1979	GW	Proquest	Subject
labor force‎	1	1970	1979	GW	Proquest	Subject
labor relations‎	1	1970	1979	GW	Proquest	Subject
labor unions‎	1	1970	1979	GW	Proquest	Subject
medical ethics‎	1	1970	1979	GW	Proquest	Subject
medical personnel‎	1	1970	1979	GW	Proquest	Subject
motion pictures‎	1	1970	1979	GW	Proquest	Subject
music‎	1	1970	1979	GW	Proquest	Subject
nonfiction‎	1	1970	1979	GW	Proquest	Subject
pharmaceuticals‎	1	1970	1979	GW	Proquest	Subject
pharmacology‎	1	1970	1979	GW	Proquest	Subject
picketing‎	1	1970	1979	GW	Proquest	Subject
printing industry‎	1	1970	1979	GW	Proquest	Subject
publishing industry‎	1	1970	1979	GW	Proquest	Subject
sexuality‎	1	1970	1979	GW	Proquest	Subject
strikes‎	1	1970	1979	GW	Proquest	Subject
literature‎	12	1980	1989	GW	Proquest	Subject
politics‎	11	1980	1989	GW	Proquest	Subject
human relations‎	10	1980	1989	GW	Proquest	Subject
interpersonal communication‎	10	1980	1989	GW	Proquest	Subject
personal relationships‎	10	1980	1989	GW	Proquest	Subject
women‎	8	1980	1989	GW	Proquest	Subject
health‎	7	1980	1989	GW	Proquest	Subject
preventive medicine‎	7	1980	1989	GW	Proquest	Subject
civil rights‎	6	1980	1989	GW	Proquest	Subject
law‎	6	1980	1989	GW	Proquest	Subject
gays & lesbians‎	5	1980	1989	GW	Proquest	Subject
african americans‎	4	1980	1989	GW	Proquest	Subject
black literature‎	4	1980	1989	GW	Proquest	Subject
crime‎	4	1980	1989	GW	Proquest	Subject
education‎	4	1980	1989	GW	Proquest	Subject
womens rights movement‎	4	1980	1989	GW	Proquest	Subject
culture‎	3	1980	1989	GW	Proquest	Subject
discrimination‎	3	1980	1989	GW	Proquest	Subject
entertainment‎	3	1980	1989	GW	Proquest	Subject
government‎	3	1980	1989	GW	Proquest	Subject
international‎	3	1980	1989	GW	Proquest	Subject
international relations‎	3	1980	1989	GW	Proquest	Subject
medical ethics‎	3	1980	1989	GW	Proquest	Subject
minority & ethnic groups‎	3	1980	1989	GW	Proquest	Subject
sexuality‎	3	1980	1989	GW	Proquest	Subject
abortion‎	2	1980	1989	GW	Proquest	Subject
acquired immune deficiency syndrome‎	2	1980	1989	GW	Proquest	Subject
aids‎	2	1980	1989	GW	Proquest	Subject
anatomy & physiology‎	2	1980	1989	GW	Proquest	Subject
armed forces‎	2	1980	1989	GW	Proquest	Subject
child abuse & neglect‎	2	1980	1989	GW	Proquest	Subject
disease‎	2	1980	1989	GW	Proquest	Subject
health care‎	2	1980	1989	GW	Proquest	Subject
hiv‎	2	1980	1989	GW	Proquest	Subject
human immunodeficiency virus‎	2	1980	1989	GW	Proquest	Subject
illnesses‎	2	1980	1989	GW	Proquest	Subject
military personnel‎	2	1980	1989	GW	Proquest	Subject
nonfiction‎	2	1980	1989	GW	Proquest	Subject
statistics‎	2	1980	1989	GW	Proquest	Subject
acquired immune deficiency syndrome--aids‎	1	1980	1989	GW	Proquest	Subject
advertising‎	1	1980	1989	GW	Proquest	Subject
aging‎	1	1980	1989	GW	Proquest	Subject
airlines‎	1	1980	1989	GW	Proquest	Subject
anthologies‎	1	1980	1989	GW	Proquest	Subject
appeals‎	1	1980	1989	GW	Proquest	Subject
art‎	1	1980	1989	GW	Proquest	Subject
art exhibits‎	1	1980	1989	GW	Proquest	Subject
business‎	1	1980	1989	GW	Proquest	Subject
business community‎	1	1980	1989	GW	Proquest	Subject
censorship‎	1	1980	1989	GW	Proquest	Subject
censuses‎	1	1980	1989	GW	Proquest	Subject
civil disobedience‎	1	1980	1989	GW	Proquest	Subject
civil law‎	1	1980	1989	GW	Proquest	Subject
constitutional law‎	1	1980	1989	GW	Proquest	Subject
criminal sentences‎	1	1980	1989	GW	Proquest	Subject
deaths‎	1	1980	1989	GW	Proquest	Subject
enforcement‎	1	1980	1989	GW	Proquest	Subject
federal government‎	1	1980	1989	GW	Proquest	Subject
feminism‎	1	1980	1989	GW	Proquest	Subject
festivals‎	1	1980	1989	GW	Proquest	Subject
fine arts‎	1	1980	1989	GW	Proquest	Subject
gender‎	1	1980	1989	GW	Proquest	Subject
health education‎	1	1980	1989	GW	Proquest	Subject
historical text analysis‎	1	1980	1989	GW	Proquest	Subject
history‎	1	1980	1989	GW	Proquest	Subject
homosexuality‎	1	1980	1989	GW	Proquest	Subject
human immunodeficiency virus--hiv‎	1	1980	1989	GW	Proquest	Subject
human rights‎	1	1980	1989	GW	Proquest	Subject
ideology‎	1	1980	1989	GW	Proquest	Subject
indigenous people‎	1	1980	1989	GW	Proquest	Subject
industry‎	1	1980	1989	GW	Proquest	Subject
journalism‎	1	1980	1989	GW	Proquest	Subject
law enforcement‎	1	1980	1989	GW	Proquest	Subject
legislation‎	1	1980	1989	GW	Proquest	Subject
life‎	1	1980	1989	GW	Proquest	Subject
lifetime‎	1	1980	1989	GW	Proquest	Subject
males‎	1	1980	1989	GW	Proquest	Subject
mass media‎	1	1980	1989	GW	Proquest	Subject
men‎	1	1980	1989	GW	Proquest	Subject
mental disorders‎	1	1980	1989	GW	Proquest	Subject
military history‎	1	1980	1989	GW	Proquest	Subject
multiculturalism & pluralism‎	1	1980	1989	GW	Proquest	Subject
multiracial people‎	1	1980	1989	GW	Proquest	Subject
museum exhibits‎	1	1980	1989	GW	Proquest	Subject
music‎	1	1980	1989	GW	Proquest	Subject
narcotics‎	1	1980	1989	GW	Proquest	Subject
native americans‎	1	1980	1989	GW	Proquest	Subject
native north americans‎	1	1980	1989	GW	Proquest	Subject
native peoples‎	1	1980	1989	GW	Proquest	Subject
nuclear accidents & safety‎	1	1980	1989	GW	Proquest	Subject
nuclear industry‎	1	1980	1989	GW	Proquest	Subject
nutrition‎	1	1980	1989	GW	Proquest	Subject
organizations‎	1	1980	1989	GW	Proquest	Subject
painting‎	1	1980	1989	GW	Proquest	Subject
pedophilia‎	1	1980	1989	GW	Proquest	Subject
poetry‎	1	1980	1989	GW	Proquest	Subject
police‎	1	1980	1989	GW	Proquest	Subject
political discourse‎	1	1980	1989	GW	Proquest	Subject
prevention‎	1	1980	1989	GW	Proquest	Subject
propaganda‎	1	1980	1989	GW	Proquest	Subject
women‎	51	1990	1999	GW	Proquest	Subject
human relations‎	45	1990	1999	GW	Proquest	Subject
interpersonal communication‎	45	1990	1999	GW	Proquest	Subject
personal relationships‎	45	1990	1999	GW	Proquest	Subject
politics‎	43	1990	1999	GW	Proquest	Subject
literature‎	35	1990	1999	GW	Proquest	Subject
crime‎	28	1990	1999	GW	Proquest	Subject
feminism‎	20	1990	1999	GW	Proquest	Subject
health‎	19	1990	1999	GW	Proquest	Subject
international‎	19	1990	1999	GW	Proquest	Subject
births‎	17	1990	1999	GW	Proquest	Subject
obstetrics‎	17	1990	1999	GW	Proquest	Subject
preventive medicine‎	17	1990	1999	GW	Proquest	Subject
gays & lesbians‎	16	1990	1999	GW	Proquest	Subject
international relations‎	16	1990	1999	GW	Proquest	Subject
civil rights‎	15	1990	1999	GW	Proquest	Subject
nonfiction‎	15	1990	1999	GW	Proquest	Subject
government‎	14	1990	1999	GW	Proquest	Subject
law‎	13	1990	1999	GW	Proquest	Subject
womens rights movement‎	13	1990	1999	GW	Proquest	Subject
social conditions & trends‎	12	1990	1999	GW	Proquest	Subject
sexism‎	11	1990	1999	GW	Proquest	Subject
sexuality‎	11	1990	1999	GW	Proquest	Subject
health care‎	10	1990	1999	GW	Proquest	Subject
african americans‎	9	1990	1999	GW	Proquest	Subject
black literature‎	9	1990	1999	GW	Proquest	Subject
discrimination‎	9	1990	1999	GW	Proquest	Subject
parents & parenting‎	9	1990	1999	GW	Proquest	Subject
society‎	9	1990	1999	GW	Proquest	Subject
breastfeeding & lactation‎	8	1990	1999	GW	Proquest	Subject
entertainment‎	8	1990	1999	GW	Proquest	Subject
men‎	8	1990	1999	GW	Proquest	Subject
propaganda‎	8	1990	1999	GW	Proquest	Subject
babies‎	7	1990	1999	GW	Proquest	Subject
families & family life‎	7	1990	1999	GW	Proquest	Subject
armed forces‎	6	1990	1999	GW	Proquest	Subject
children‎	6	1990	1999	GW	Proquest	Subject
children & youth‎	6	1990	1999	GW	Proquest	Subject
disease‎	6	1990	1999	GW	Proquest	Subject
education‎	6	1990	1999	GW	Proquest	Subject
gender‎	6	1990	1999	GW	Proquest	Subject
illnesses‎	6	1990	1999	GW	Proquest	Subject
philosophy‎	6	1990	1999	GW	Proquest	Subject
pornography & obscenity‎	6	1990	1999	GW	Proquest	Subject
sex discrimination‎	6	1990	1999	GW	Proquest	Subject
child abuse & neglect‎	5	1990	1999	GW	Proquest	Subject
child development‎	5	1990	1999	GW	Proquest	Subject
fiction‎	5	1990	1999	GW	Proquest	Subject
finance‎	5	1990	1999	GW	Proquest	Subject
households‎	5	1990	1999	GW	Proquest	Subject
ideology‎	5	1990	1999	GW	Proquest	Subject
prejudice‎	5	1990	1999	GW	Proquest	Subject
psychology‎	5	1990	1999	GW	Proquest	Subject
racism‎	5	1990	1999	GW	Proquest	Subject
religion‎	5	1990	1999	GW	Proquest	Subject
war‎	5	1990	1999	GW	Proquest	Subject
culture‎	4	1990	1999	GW	Proquest	Subject
holocaust‎	4	1990	1999	GW	Proquest	Subject
human immunodeficiency virus--hiv‎	4	1990	1999	GW	Proquest	Subject
industry‎	4	1990	1999	GW	Proquest	Subject
medicine‎	4	1990	1999	GW	Proquest	Subject
minority & ethnic groups‎	4	1990	1999	GW	Proquest	Subject
motion pictures‎	4	1990	1999	GW	Proquest	Subject
public health‎	4	1990	1999	GW	Proquest	Subject
rape‎	4	1990	1999	GW	Proquest	Subject
reading‎	4	1990	1999	GW	Proquest	Subject
sexual harassment‎	4	1990	1999	GW	Proquest	Subject
television‎	4	1990	1999	GW	Proquest	Subject
acquired immune deficiency syndrome--aids‎	3	1990	1999	GW	Proquest	Subject
attitudes‎	3	1990	1999	GW	Proquest	Subject
book reviews‎	3	1990	1999	GW	Proquest	Subject
conferences‎	3	1990	1999	GW	Proquest	Subject
courts‎	3	1990	1999	GW	Proquest	Subject
economic policy‎	3	1990	1999	GW	Proquest	Subject
employment‎	3	1990	1999	GW	Proquest	Subject
environment‎	3	1990	1999	GW	Proquest	Subject
essays‎	3	1990	1999	GW	Proquest	Subject
ethics‎	3	1990	1999	GW	Proquest	Subject
females‎	3	1990	1999	GW	Proquest	Subject
hate crimes‎	3	1990	1999	GW	Proquest	Subject
history‎	3	1990	1999	GW	Proquest	Subject
jews‎	3	1990	1999	GW	Proquest	Subject
legislation‎	3	1990	1999	GW	Proquest	Subject
life‎	3	1990	1999	GW	Proquest	Subject
lifetime‎	3	1990	1999	GW	Proquest	Subject
midwifery‎	3	1990	1999	GW	Proquest	Subject
military history‎	3	1990	1999	GW	Proquest	Subject
mothers‎	3	1990	1999	GW	Proquest	Subject
newspapers‎	3	1990	1999	GW	Proquest	Subject
occupations‎	3	1990	1999	GW	Proquest	Subject
older people‎	3	1990	1999	GW	Proquest	Subject
organizations‎	3	1990	1999	GW	Proquest	Subject
personal profiles‎	3	1990	1999	GW	Proquest	Subject
poetry‎	3	1990	1999	GW	Proquest	Subject
prevention‎	3	1990	1999	GW	Proquest	Subject
prostitution‎	3	1990	1999	GW	Proquest	Subject
race relations‎	3	1990	1999	GW	Proquest	Subject
sex crimes‎	3	1990	1999	GW	Proquest	Subject
sexual behavior‎	3	1990	1999	GW	Proquest	Subject
social change‎	3	1990	1999	GW	Proquest	Subject
women‎	55	2000	2009	GW	Proquest	Subject
politics‎	45	2000	2009	GW	Proquest	Subject
feminism‎	29	2000	2009	GW	Proquest	Subject
international‎	20	2000	2009	GW	Proquest	Subject
gender‎	19	2000	2009	GW	Proquest	Subject
gays & lesbians‎	18	2000	2009	GW	Proquest	Subject
literature‎	18	2000	2009	GW	Proquest	Subject
civil rights‎	17	2000	2009	GW	Proquest	Subject
personal relationships‎	17	2000	2009	GW	Proquest	Subject
discrimination‎	16	2000	2009	GW	Proquest	Subject
human relations‎	16	2000	2009	GW	Proquest	Subject
interpersonal communication‎	16	2000	2009	GW	Proquest	Subject
propaganda‎	16	2000	2009	GW	Proquest	Subject
war‎	16	2000	2009	GW	Proquest	Subject
social conditions & trends‎	14	2000	2009	GW	Proquest	Subject
nonfiction‎	13	2000	2009	GW	Proquest	Subject
society‎	13	2000	2009	GW	Proquest	Subject
womens rights movement‎	13	2000	2009	GW	Proquest	Subject
law‎	12	2000	2009	GW	Proquest	Subject
armed forces‎	11	2000	2009	GW	Proquest	Subject
health‎	11	2000	2009	GW	Proquest	Subject
men‎	11	2000	2009	GW	Proquest	Subject
parents & parenting‎	11	2000	2009	GW	Proquest	Subject
religion‎	11	2000	2009	GW	Proquest	Subject
children‎	10	2000	2009	GW	Proquest	Subject
preventive medicine‎	10	2000	2009	GW	Proquest	Subject
abortion‎	9	2000	2009	GW	Proquest	Subject
child development‎	9	2000	2009	GW	Proquest	Subject
international relations‎	8	2000	2009	GW	Proquest	Subject
activism‎	7	2000	2009	GW	Proquest	Subject
activists‎	7	2000	2009	GW	Proquest	Subject
health care‎	7	2000	2009	GW	Proquest	Subject
mothers‎	7	2000	2009	GW	Proquest	Subject
novels‎	7	2000	2009	GW	Proquest	Subject
organizations‎	7	2000	2009	GW	Proquest	Subject
pregnancy‎	7	2000	2009	GW	Proquest	Subject
sex roles‎	7	2000	2009	GW	Proquest	Subject
sexism‎	7	2000	2009	GW	Proquest	Subject
sexual behavior‎	7	2000	2009	GW	Proquest	Subject
african americans‎	6	2000	2009	GW	Proquest	Subject
births‎	6	2000	2009	GW	Proquest	Subject
children & youth‎	6	2000	2009	GW	Proquest	Subject
crime‎	6	2000	2009	GW	Proquest	Subject
education‎	6	2000	2009	GW	Proquest	Subject
families & family life‎	6	2000	2009	GW	Proquest	Subject
family planning‎	6	2000	2009	GW	Proquest	Subject
federal government‎	6	2000	2009	GW	Proquest	Subject
females‎	6	2000	2009	GW	Proquest	Subject
homosexuality‎	6	2000	2009	GW	Proquest	Subject
human rights‎	6	2000	2009	GW	Proquest	Subject
industry‎	6	2000	2009	GW	Proquest	Subject
journalism‎	6	2000	2009	GW	Proquest	Subject
males‎	6	2000	2009	GW	Proquest	Subject
muslims‎	6	2000	2009	GW	Proquest	Subject
obstetrics‎	6	2000	2009	GW	Proquest	Subject
peace‎	6	2000	2009	GW	Proquest	Subject
sex discrimination‎	6	2000	2009	GW	Proquest	Subject
sexuality‎	6	2000	2009	GW	Proquest	Subject
terrorism‎	6	2000	2009	GW	Proquest	Subject
attitudes‎	5	2000	2009	GW	Proquest	Subject
birth control‎	5	2000	2009	GW	Proquest	Subject
book reviews‎	5	2000	2009	GW	Proquest	Subject
cancer‎	5	2000	2009	GW	Proquest	Subject
civil war‎	5	2000	2009	GW	Proquest	Subject
divorce‎	5	2000	2009	GW	Proquest	Subject
elections‎	5	2000	2009	GW	Proquest	Subject
history‎	5	2000	2009	GW	Proquest	Subject
ideology‎	5	2000	2009	GW	Proquest	Subject
internet‎	5	2000	2009	GW	Proquest	Subject
mass media‎	5	2000	2009	GW	Proquest	Subject
psychology‎	5	2000	2009	GW	Proquest	Subject
womens health‎	5	2000	2009	GW	Proquest	Subject
acquired immune deficiency syndrome‎	4	2000	2009	GW	Proquest	Subject
aids‎	4	2000	2009	GW	Proquest	Subject
breast cancer‎	4	2000	2009	GW	Proquest	Subject
colleges & universities‎	4	2000	2009	GW	Proquest	Subject
communications industry‎	4	2000	2009	GW	Proquest	Subject
communism‎	4	2000	2009	GW	Proquest	Subject
courts‎	4	2000	2009	GW	Proquest	Subject
death & dying‎	4	2000	2009	GW	Proquest	Subject
domestic violence‎	4	2000	2009	GW	Proquest	Subject
employment‎	4	2000	2009	GW	Proquest	Subject
entertainment‎	4	2000	2009	GW	Proquest	Subject
family law‎	4	2000	2009	GW	Proquest	Subject
hiv‎	4	2000	2009	GW	Proquest	Subject
human immunodeficiency virus‎	4	2000	2009	GW	Proquest	Subject
life‎	4	2000	2009	GW	Proquest	Subject
lifetime‎	4	2000	2009	GW	Proquest	Subject
literary criticism‎	4	2000	2009	GW	Proquest	Subject
magazines‎	4	2000	2009	GW	Proquest	Subject
marriage‎	4	2000	2009	GW	Proquest	Subject
racism‎	4	2000	2009	GW	Proquest	Subject
sex and sexuality‎	4	2000	2009	GW	Proquest	Subject
sex education‎	4	2000	2009	GW	Proquest	Subject
sexual orientation discrimination‎	4	2000	2009	GW	Proquest	Subject
socialism‎	4	2000	2009	GW	Proquest	Subject
stereotypes‎	4	2000	2009	GW	Proquest	Subject
television‎	4	2000	2009	GW	Proquest	Subject
womens roles‎	4	2000	2009	GW	Proquest	Subject
womens studies‎	4	2000	2009	GW	Proquest	Subject
propaganda‎	78	2010	2019	GW	Proquest	Subject
women‎	54	2010	2019	GW	Proquest	Subject
gays & lesbians‎	51	2010	2019	GW	Proquest	Subject
feminism‎	28	2010	2019	GW	Proquest	Subject
politics‎	26	2010	2019	GW	Proquest	Subject
gender‎	22	2010	2019	GW	Proquest	Subject
gender studies‎	21	2010	2019	GW	Proquest	Subject
homosexuality‎	21	2010	2019	GW	Proquest	Subject
books‎	20	2010	2019	GW	Proquest	Subject
political activism‎	16	2010	2019	GW	Proquest	Subject
society‎	16	2010	2019	GW	Proquest	Subject
sexuality‎	15	2010	2019	GW	Proquest	Subject
womens health‎	15	2010	2019	GW	Proquest	Subject
activism‎	14	2010	2019	GW	Proquest	Subject
ideology‎	13	2010	2019	GW	Proquest	Subject
human immunodeficiency virus--hiv‎	12	2010	2019	GW	Proquest	Subject
sex roles‎	12	2010	2019	GW	Proquest	Subject
transgender persons‎	12	2010	2019	GW	Proquest	Subject
war‎	12	2010	2019	GW	Proquest	Subject
acquired immune deficiency syndrome--aids‎	11	2010	2019	GW	Proquest	Subject
activists‎	11	2010	2019	GW	Proquest	Subject
equality‎	11	2010	2019	GW	Proquest	Subject
families & family life‎	11	2010	2019	GW	Proquest	Subject
homophobia‎	11	2010	2019	GW	Proquest	Subject
social networks‎	11	2010	2019	GW	Proquest	Subject
abortion‎	10	2010	2019	GW	Proquest	Subject
art‎	10	2010	2019	GW	Proquest	Subject
communism‎	10	2010	2019	GW	Proquest	Subject
human rights‎	10	2010	2019	GW	Proquest	Subject
olympic games‎	10	2010	2019	GW	Proquest	Subject
reproductive health‎	10	2010	2019	GW	Proquest	Subject
studies‎	10	2010	2019	GW	Proquest	Subject
children‎	9	2010	2019	GW	Proquest	Subject
womens studies‎	9	2010	2019	GW	Proquest	Subject
20th century‎	8	2010	2019	GW	Proquest	Subject
historians‎	8	2010	2019	GW	Proquest	Subject
history‎	8	2010	2019	GW	Proquest	Subject
parents & parenting‎	8	2010	2019	GW	Proquest	Subject
sex crimes‎	8	2010	2019	GW	Proquest	Subject
violence‎	8	2010	2019	GW	Proquest	Subject
world war ii‎	8	2010	2019	GW	Proquest	Subject
birth control‎	7	2010	2019	GW	Proquest	Subject
children & youth‎	7	2010	2019	GW	Proquest	Subject
culture‎	7	2010	2019	GW	Proquest	Subject
family planning‎	7	2010	2019	GW	Proquest	Subject
females‎	7	2010	2019	GW	Proquest	Subject
gay rights movement‎	7	2010	2019	GW	Proquest	Subject
marriage‎	7	2010	2019	GW	Proquest	Subject
motion pictures‎	7	2010	2019	GW	Proquest	Subject
occupations‎	7	2010	2019	GW	Proquest	Subject
sexual orientation discrimination‎	7	2010	2019	GW	Proquest	Subject
socialism‎	7	2010	2019	GW	Proquest	Subject
transnationalism‎	7	2010	2019	GW	Proquest	Subject
working women‎	7	2010	2019	GW	Proquest	Subject
world war i‎	7	2010	2019	GW	Proquest	Subject
attitudes‎	6	2010	2019	GW	Proquest	Subject
censorship‎	6	2010	2019	GW	Proquest	Subject
demonstrations & protests‎	6	2010	2019	GW	Proquest	Subject
documentary films‎	6	2010	2019	GW	Proquest	Subject
false information‎	6	2010	2019	GW	Proquest	Subject
gender identity‎	6	2010	2019	GW	Proquest	Subject
internet‎	6	2010	2019	GW	Proquest	Subject
legislation‎	6	2010	2019	GW	Proquest	Subject
nazi era‎	6	2010	2019	GW	Proquest	Subject
presidents‎	6	2010	2019	GW	Proquest	Subject
religion‎	6	2010	2019	GW	Proquest	Subject
same sex marriage‎	6	2010	2019	GW	Proquest	Subject
theater‎	6	2010	2019	GW	Proquest	Subject
american history‎	5	2010	2019	GW	Proquest	Subject
american literature‎	5	2010	2019	GW	Proquest	Subject
armed forces‎	5	2010	2019	GW	Proquest	Subject
audiences‎	5	2010	2019	GW	Proquest	Subject
bisexuality‎	5	2010	2019	GW	Proquest	Subject
education‎	5	2010	2019	GW	Proquest	Subject
equal rights‎	5	2010	2019	GW	Proquest	Subject
law‎	5	2010	2019	GW	Proquest	Subject
magazines‎	5	2010	2019	GW	Proquest	Subject
minority & ethnic groups‎	5	2010	2019	GW	Proquest	Subject
motion picture directors & producers‎	5	2010	2019	GW	Proquest	Subject
murders & murder attempts‎	5	2010	2019	GW	Proquest	Subject
political campaigns‎	5	2010	2019	GW	Proquest	Subject
public health‎	5	2010	2019	GW	Proquest	Subject
research‎	5	2010	2019	GW	Proquest	Subject
sex education‎	5	2010	2019	GW	Proquest	Subject
sex industry‎	5	2010	2019	GW	Proquest	Subject
sexual orientation‎	5	2010	2019	GW	Proquest	Subject
white supremacists‎	5	2010	2019	GW	Proquest	Subject
actors‎	4	2010	2019	GW	Proquest	Subject
african americans‎	4	2010	2019	GW	Proquest	Subject
artists‎	4	2010	2019	GW	Proquest	Subject
citizenship‎	4	2010	2019	GW	Proquest	Subject
civil rights‎	4	2010	2019	GW	Proquest	Subject
cold war‎	4	2010	2019	GW	Proquest	Subject
colonialism‎	4	2010	2019	GW	Proquest	Subject
communication‎	4	2010	2019	GW	Proquest	Subject
community‎	4	2010	2019	GW	Proquest	Subject
disease prevention‎	4	2010	2019	GW	Proquest	Subject
essays‎	4	2010	2019	GW	Proquest	Subject
fascism‎	4	2010	2019	GW	Proquest	Subject
historical text analysis‎	4	2010	2019	GW	Proquest	Subject
